,Value,Uncertainty,Unit
Vf,9.87068170534595,0.16612399999999994,V
Vp,17.413935,0.16612399999999994,V
Te,3.2310655899513483,0.09922091353397604,eV
n,1.2231387516578982e+18,1.6631387463645686e+18,m-3
ne,4.712206604941817e+16,5285177871897383.0,m-3
ni,2.399155437266378e+18,7341429343934312.0,m-3
Ie_sat,0.000925,0.00010277060757741291,A
Ii_sat,-0.0004688209604021094,3.23238637804678e-05,A
