Row,Value,Uncertainty,Unit
Vf,9.93506106320873,0.0615129999999997,V
Vp,15.3228375,0.479249617421079,V
Te,1.22056295289113,0.0768341503855893,eV
n,1.02371725976731e+17,1.83788710597095e+17,m-3
ne,1.86470248547471e+16,NaN,m-3
ni,2.78563511992223e+17,0,m-3
Ie_sat,0.00149353117760274,NaN,A
Ii_sat,0,0,A
