Row,Value,Uncertainty,Unit
Vf,9.91245285055168,0.0555163333333333,V
Vp,16.0019769090909,0.985504191988636,V
Te,1.52939463051972,0.0840904096830977,eV
n,1.06843059779273e+17,1.95724658081319e+17,m-3
ne,1.61545663444427e+16,NaN,m-3
ni,2.92951032293881e+17,0,m-3
Ie_sat,0.00144837071835554,NaN,A
Ii_sat,-0.000341302846032649,6.69657831152071e-05,A
