parameter,median,mean,std,q16,q84,q2.25,q97.75
Vf,10.157296782521142,10.157296782521142,0.0,10.157296782521142,10.157296782521142,10.157296782521142,10.157296782521142
Vp,15.30431981963787,15.306885031829001,0.050697052577477475,15.27454176013088,15.32995793803201,15.229063550249666,15.386877486048713
Ie_sat,0.0013625700466744167,0.0013652027888947384,2.5386824207638822e-05,0.0013552877841588396,0.0013688398812990586,0.001340990145697175,0.0013934486468235854
ne,7223242211836611.0,7228291622803971.0,197655724178933.53,7008177717994550.0,7466199778339091.0,6999479456067047.0,7582283664041975.0
ni,,,,,,,
Te,2.375257472537774,2.3907126929155718,0.045153473569466245,2.3433883544473453,2.43728524268583,2.324764506034118,2.4700086468836027
p,1.576690491879324,1.539717908050204,0.18247254584383102,1.2983758585711511,1.7126345883330623,1.187179093848186,1.7651727795758354
I1,-1.0280761448173249e-05,-1.0164496296874809e-05,5.038156575534828e-07,-1.0474785182763868e-05,-9.425630369978898e-06,-1.0919738830045272e-05,-9.252309627805305e-06
I2,-6.262227790657798e-05,-6.599553222997913e-05,1.024060337551089e-05,-8.076604376265617e-05,-5.8161540952547663e-05,-8.368100832654307e-05,-5.10532760488909e-05
log10_sigma_I,-4.863389407527189,-4.855180935061429,0.026086124386580544,-4.880625449717243,-4.829399334742652,-4.88965732533724,-4.819424047079531
sigma_I,1.3696603992918372e-05,1.3981935830777495e-05,8.155787773326526e-07,1.3163613951573726e-05,1.4811555329981193e-05,1.2910416272231349e-05,1.515574195924662e-05
