parameter,median,mean,std,q16,q84,q2.25,q97.75
Vp,21.01543827287111,20.398152432132242,1.5899405395608859,18.063193301924656,21.830406129715247,17.834692924224825,22.51079480396492
ne,1.3744619904432706e+17,1.2725331689174845e+17,3.2396615138655456e+16,8.245679434264278e+16,1.6097613860111843e+17,7.849709032655563e+16,1.720979820298772e+17
Te,4.525323326614027,4.315666582657546,0.452464088386272,3.6977350431276497,4.703678566591018,3.580501032041746,4.95445958365761
p,2.4422232416578127,2.408558095546435,0.27326146299000653,2.1031719265049715,2.696116317312611,1.9153053336734895,2.802296608572269
I1,-1.3141595857919797e-05,-1.3220690694456651e-05,4.433566828810722e-07,-1.3719139626527932e-05,-1.291855952593919e-05,-1.3950782224881108e-05,-1.2625595469399103e-05
I2,-7.149006702884819e-05,-7.733632718344004e-05,2.2787820182428498e-05,-0.0001071173944165769,-5.863725911648848e-05,-0.00011825006560816281,-4.6432314735848425e-05
log10_sigma_I,-4.841030673509145,-4.851389108471793,0.04295133818350076,-4.896847074709602,-4.80679464791568,-4.920846051634835,-4.793463135323273
sigma_I,1.4422054923406658e-05,1.4146848505893817e-05,1.3778790306121746e-06,1.2680985562099964e-05,1.5602908188604603e-05,1.2005591698284766e-05,1.608998231602389e-05
n_qn,1.3744619904432706e+17,1.2725331689174845e+17,3.2396615138655456e+16,8.245679434264278e+16,1.6097613860111843e+17,7.849709032655563e+16,1.720979820298772e+17
