,Value,Uncertainty,Unit
Vf,11.267419204331548,0.05510766666666633,V
Vp,20.118833875,0.19605145806231436,V
Te,1.91264670432314,0.021495235310136362,eV
n,9.291577505796501e+16,1.0049693845282286e+17,m-3
ne,1.421241333369563e+17,6148349915740222.0,m-3
ni,4.6879693082094316e-11,0.0,m-3
Ie_sat,0.0021465412156348646,9.20735636136291e-05,A
Ii_sat,-0.0007017557436595245,0.00019865307449967902,A
