Bias Voltage (V)	Probe Current (A)
-21.000252	-0.000323
-9.823538	-0.000273
-9.655368	-0.000272
-9.490516	-0.000271
-9.319079	-0.000271
-9.154124	-0.000270
-8.986101	-0.000269
-8.821256	-0.000268
-8.649724	-0.000267
-8.484562	-0.000267
-8.319620	-0.000266
-8.151826	-0.000265
-7.986822	-0.000264
-7.815197	-0.000263
-7.650509	-0.000262
-7.482244	-0.000262
-7.317682	-0.000261
-7.146150	-0.000260
-6.984266	-0.000259
-6.819222	-0.000258
-6.647713	-0.000257
-6.483124	-0.000256
-6.314706	-0.000255
-6.149720	-0.000255
-5.978474	-0.000253
-5.813735	-0.000252
-5.645579	-0.000252
-5.480525	-0.000251
-5.315502	-0.000250
-5.143903	-0.000249
-4.979317	-0.000248
-4.811037	-0.000247
-4.646193	-0.000246
-4.474478	-0.000245
-4.309852	-0.000244
-4.142057	-0.000243
-3.977088	-0.000242
-3.812079	-0.000241
-3.643922	-0.000240
-3.478766	-0.000239
-3.307628	-0.000238
-3.142530	-0.000237
-2.974170	-0.000236
-2.809244	-0.000235
-2.637977	-0.000233
-2.473425	-0.000233
-2.308298	-0.000231
-2.139999	-0.000230
-1.975143	-0.000229
-1.803843	-0.000228
-1.638920	-0.000227
-1.470762	-0.000226
-1.305603	-0.000224
-1.134063	-0.000223
-0.969308	-0.000222
-0.804888	-0.000220
-0.636600	-0.000219
-0.471623	-0.000218
-0.303223	-0.000216
-0.138591	-0.000215
0.037465	-0.000213
0.202165	-0.000212
0.370592	-0.000211
0.535312	-0.000209
0.700112	-0.000207
0.871659	-0.000206
1.036267	-0.000204
1.204573	-0.000202
1.369211	-0.000200
1.540757	-0.000198
1.705659	-0.000196
1.873976	-0.000194
2.038989	-0.000192
2.203473	-0.000190
2.375154	-0.000187
2.540045	-0.000185
2.707998	-0.000182
2.872940	-0.000179
3.040839	-0.000176
3.205933	-0.000173
3.377387	-0.000170
3.542432	-0.000166
3.707153	-0.000162
3.875388	-0.000158
4.040298	-0.000154
4.211887	-0.000149
4.376403	-0.000144
4.544373	-0.000139
4.709356	-0.000133
4.880903	-0.000127
5.045855	-0.000120
5.210749	-0.000113
5.378686	-0.000105
5.543691	-9.736072E-5
5.713982	-8.787143E-5
5.878864	-7.769543E-5
6.047139	-6.646533E-5
6.212141	-5.439708E-5
6.380527	-4.076917E-5
6.545870	-2.610647E-5
6.711150	-1.062462E-5
6.884073	8.019662E-6
7.048035	2.735025E-5
7.216653	5.028772E-5
7.382042	7.521709E-5
7.552522	0.000103
7.717123	0.000134
7.885088	0.000170
8.050076	0.000210
8.215287	0.000255
8.386960	0.000309
8.551464	0.000368
8.719892	0.000437
8.885159	0.000514
9.056861	0.000607
9.221943	0.000708
9.389969	0.000825
9.554962	0.000955
9.718362	0.001071
9.886651	0.001248
10.051488	0.001426
10.222768	0.001623
10.387826	0.001825
10.556178	0.002044
10.721184	0.002260
10.892738	0.002496
11.057453	0.002723
11.221987	0.002948
11.390474	0.003179
11.555459	0.003399
11.726515	0.003624
11.891702	0.003826
12.059913	0.004028
12.224903	0.004214
12.396482	0.004402
12.561268	0.004563
12.722691	0.004716
12.894532	0.004873
13.060105	0.005005
13.228834	0.005133
13.393929	0.005246
13.566024	0.005361
13.731573	0.005454
13.900381	0.005555
14.065878	0.005635
14.231000	0.005708
14.403051	0.005788
14.568177	0.005847
14.736921	0.005911
14.902134	0.005963
15.074070	0.006025
15.239606	0.006072
15.408457	0.006120
15.573928	0.006160
15.739098	0.006199
15.911076	0.006246
16.073280	0.006272
16.244827	0.006316
16.410677	0.006344
16.578770	0.006377
16.744560	0.006403
16.916449	0.006438
17.081821	0.006460
17.250811	0.006487
17.415913	0.006508
17.581404	0.006531
17.753386	0.006562
17.918346	0.006577
18.087191	0.006601
18.252403	0.006618
18.424429	0.006645
18.589680	0.006657
18.758596	0.006678
18.923758	0.006693
19.089342	0.006710
19.261227	0.006732
19.423498	0.006741
19.595140	0.006764
19.760199	0.006774
19.929039	0.006792
20.094677	0.006805
20.266716	0.006825
20.432320	0.006834
20.597610	0.006848
20.766142	0.006863
20.931721	0.006875
21.103725	0.006893
21.268766	0.006901
21.437195	0.006916
21.602551	0.006925
21.774796	0.006944
21.940147	0.006952
22.105553	0.006963
22.274120	0.006977
22.439659	0.006986
22.611635	0.007005
22.773676	0.007008
22.945345	0.007027
23.110611	0.007033
23.279381	0.007048
23.444901	0.007057
23.610334	0.007067
23.782055	0.007084
23.947651	0.007092
24.116278	0.007103
24.281652	0.007112
24.453707	0.007128
24.618692	0.007134
24.787106	0.007148
24.952641	0.007156
25.118128	0.007166
25.290085	0.007181
25.455114	0.007187
25.624254	0.007201
25.789625	0.007208
25.961609	0.007224
26.123814	0.007225
26.295355	0.007243
26.460546	0.007249
26.625505	0.007258
26.793816	0.007271
26.958502	0.007278
27.130157	0.007295
27.295111	0.007299
27.463448	0.007312
27.628317	0.007320
27.799492	0.007335
27.964540	0.007341
28.129128	0.007348
28.297358	0.007361
28.462332	0.007368
28.633352	0.007384
28.798559	0.007389
28.966829	0.007401
29.131779	0.007407
29.300097	0.007420
29.464952	0.007427
29.629547	0.007434
29.800888	0.007450
29.966145	0.007456
30.133600	0.007467
30.298639	0.007475
30.470112	0.007489
30.635244	0.007494
30.803587	0.007506
30.968136	0.007513
31.133076	0.007522
31.304417	0.007537
31.469128	0.007543
31.637350	0.007557
31.801985	0.007563
31.973587	0.007579
32.138561	0.007584
32.306808	0.007595
32.471783	0.007602
32.636566	0.007611
32.804726	0.007623
32.969780	0.007629
33.140797	0.007645
33.305931	0.007650
33.473686	0.007661
33.638783	0.007668
33.810543	0.007682
33.975346	0.007687
34.140038	0.007695
34.308323	0.007708
34.473217	0.007717
34.644749	0.007732
34.809448	0.007737
34.977375	0.007749
35.142628	0.007757
35.314011	0.007772
35.478767	0.007777
35.643921	0.007787
35.811687	0.007798
35.976757	0.007807
36.145012	0.007818
36.309860	0.007826
36.481239	0.007840
36.645870	0.007845
36.814278	0.007857
36.978889	0.007865
37.144196	0.007874
37.315414	0.007888
37.480289	0.007894
37.648357	0.007905
37.813416	0.007912
37.985210	0.007926
38.149471	0.007931
38.317436	0.007943
38.482357	0.007951
38.647484	0.007962
38.818825	0.007976
38.983383	0.007982
39.151894	0.007995
39.316719	0.008002
39.485027	0.008014
39.649963	0.008021
39.821072	0.008034
39.986286	0.008040
