Bias Voltage (V)	Probe Current (A)
-21.000257	-0.000242
-9.823216	-0.000203
-9.654957	-0.000201
-9.490068	-0.000200
-9.318667	-0.000200
-9.153760	-0.000199
-8.985711	-0.000199
-8.820847	-0.000198
-8.649212	-0.000197
-8.484263	-0.000197
-8.318914	-0.000196
-8.151507	-0.000195
-7.986250	-0.000195
-7.814790	-0.000194
-7.650071	-0.000194
-7.481821	-0.000193
-7.317235	-0.000192
-7.145501	-0.000192
-6.983958	-0.000191
-6.818782	-0.000190
-6.647266	-0.000189
-6.482533	-0.000189
-6.314323	-0.000188
-6.149323	-0.000187
-5.977878	-0.000186
-5.813182	-0.000186
-5.644994	-0.000185
-5.480009	-0.000184
-5.315009	-0.000183
-5.143352	-0.000182
-4.978810	-0.000182
-4.810366	-0.000182
-4.645634	-0.000180
-4.474119	-0.000179
-4.309437	-0.000179
-4.141273	-0.000178
-3.976474	-0.000177
-3.811294	-0.000176
-3.643198	-0.000175
-3.478209	-0.000174
-3.306846	-0.000174
-3.141873	-0.000173
-2.973641	-0.000172
-2.808460	-0.000171
-2.637141	-0.000170
-2.472443	-0.000169
-2.307642	-0.000168
-2.139258	-0.000167
-1.974358	-0.000167
-1.802876	-0.000166
-1.638098	-0.000165
-1.469754	-0.000163
-1.304843	-0.000163
-1.133007	-0.000162
-0.968573	-0.000161
-0.803907	-0.000160
-0.635633	-0.000159
-0.470623	-0.000158
-0.302269	-0.000157
-0.137704	-0.000156
0.037920	-0.000155
0.202694	-0.000154
0.371145	-0.000154
0.535645	-0.000152
0.700602	-0.000150
0.872274	-0.000150
1.036846	-0.000149
1.205003	-0.000148
1.369646	-0.000146
1.541257	-0.000146
1.706182	-0.000144
1.874554	-0.000143
2.039408	-0.000142
2.204182	-0.000141
2.375620	-0.000139
2.540618	-0.000138
2.708520	-0.000136
2.873550	-0.000135
3.041392	-0.000134
3.206674	-0.000132
3.378153	-0.000131
3.543079	-0.000130
3.707730	-0.000128
3.875931	-0.000127
4.041045	-0.000125
4.212485	-0.000123
4.377007	-0.000121
4.545033	-0.000120
4.710114	-0.000118
4.881603	-0.000116
5.046651	-0.000114
5.211482	-0.000112
5.379560	-0.000110
5.544491	-0.000109
5.716075	-0.000106
5.880900	-0.000104
6.048909	-0.000102
6.212180	-9.959871E-5
6.380687	-9.713798E-5
6.545403	-9.448878E-5
6.710527	-9.158546E-5
6.882294	-8.861424E-5
7.047195	-8.579995E-5
7.214782	-8.263277E-5
7.380325	-7.901619E-5
7.551977	-7.547336E-5
7.716608	-7.168028E-5
7.884607	-6.733985E-5
8.049259	-6.329262E-5
8.214340	-5.940833E-5
8.386370	-5.374985E-5
8.551306	-4.863303E-5
8.719999	-4.331396E-5
8.884239	-3.743051E-5
9.056171	-3.115677E-5
9.221245	-2.363085E-5
9.389029	-1.622910E-5
9.553728	-1.105483E-5
9.718925	-2.311389E-6
9.889045	7.158509E-6
10.053099	1.694829E-5
10.223413	2.907038E-5
10.388988	4.095277E-5
10.556932	5.723668E-5
10.723587	7.254600E-5
10.894840	8.800757E-5
11.058345	0.000106
11.222723	0.000126
11.391142	0.000147
11.556197	0.000176
11.727129	0.000208
11.892259	0.000237
12.061055	0.000282
12.225760	0.000328
12.397328	0.000367
12.562500	0.000420
12.723409	0.000470
12.895770	0.000538
13.061983	0.000600
13.230704	0.000678
13.396117	0.000750
13.568627	0.000844
13.734263	0.000892
13.894288	0.000973
14.012936	0.000999
14.231543	0.000949
14.404976	0.001094
14.568434	0.001165
14.737320	0.001281
14.902465	0.001351
15.074387	0.001443
15.239826	0.001517
15.409030	0.001587
15.575017	0.001651
15.739797	0.001726
15.912417	0.001804
16.074968	0.001838
16.244799	0.001905
16.411201	0.001965
16.578255	0.002007
16.745489	0.002073
16.916260	0.002114
