Filename,Angle,Bias,V Float,V Plasma,V Plasma Lower,V Plasma Upper,Te,Te Lower,Te Upper
LP_33-34deg_150V.hdf5,33.34,150,15.9,26.22528582681306,26.034189307424068,26.422043697530917,2.6142228503244174,2.5879036577435377,2.64058852909992
