energy_ev,eedf_m3_ev_median,eedf_m3_ev_q16,eedf_m3_ev_q84,eedf_m3_ev_q2.25,eedf_m3_ev_q97.75,eedf_m3_ev_valid_fraction
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2642987362738901,797365716458261.0,763345565528869.4,842632569047334.4,735357980639937.9,909459303764766.4,1.0
0.5285974725477802,1127597018392005.5,1079500044617019.1,1191574188235973.2,1039915185662779.8,1286100918002688.5,1.0
0.7928962088216703,1380865976873976.5,1322005062504032.0,1459124068441145.5,1273507204943484.2,1574940464677943.0,1.0
1.0571949450955604,1594155357493150.0,1526286067832254.2,1684344995227957.2,1470245932797321.0,1818156565897072.0,1.0
1.3214936813694504,1781725399748350.5,1706017993354761.0,1882292317538674.2,1643286835765956.2,2032015038653168.0,1.0
1.5857924176433407,1950831829721758.5,1868172123804422.2,2060623763996422.5,1799324598944287.2,2224796212077355.2,1.0
1.850091153917231,2105732395305500.0,2016851340385921.2,2223833030255842.0,1942288086824390.8,2401364418724419.0,1.0
2.114389890191121,2249153086160697.5,2154693511401963.5,2374798928034404.5,2074692550968235.5,2564840095496053.5,1.0
2.378688626465011,2382895799727122.0,2283498054877171.0,2515477035604560.5,2198243460183096.0,2717346342939003.0,1.0
2.642987362738901,2507885452390271.0,2404544469964793.5,2645751116457661.0,2314143578350469.0,2860388484304756.0,1.0
2.9072860990127913,2625340647017847.0,2518769994584533.5,2767230407289049.5,2423264328675835.0,2995065782231042.5,1.0
3.1715848352866813,2735938964843748.0,2626890372611001.0,2881084595307035.5,2526248390812002.5,3122198103090801.0,1.0
3.4358835715605713,2840218406491213.5,2729567096487514.0,2987862771127423.0,2623643794086302.5,3242405994717183.5,1.0
3.700182307834462,2937786568444019.0,2825594183681234.0,3087982580707463.0,2716871667156692.0,3356163634882373.0,1.0
3.964481044108352,3029264864713615.0,2915505445542536.5,3181764074947001.5,2805319909773114.0,3463835178470293.0,1.0
4.228779780382242,3115037474666423.0,3000994194183317.5,3271361669023618.5,2889205677770011.0,3565700520705566.5,1.0
4.493078516656132,3195232249983198.0,3084276549866212.5,3357388051868432.5,2968691051007752.0,3661974075945129.5,1.0
4.757377252930022,3271336585548082.0,3162938168635439.0,3438014938957733.0,3043894438164016.5,3754089519398599.0,1.0
5.021675989203912,3345550314058154.5,3232788630691175.5,3513423846268444.0,3114899323141263.0,3843190296058918.5,1.0
5.285974725477802,3415106603292255.0,3297586590622667.0,3583687061735873.0,3181761120586934.0,3927581710935666.5,1.0
5.550273461751693,3480047473842972.0,3355372841134668.5,3648854556431882.0,3244512660470736.0,4007350637483555.0,1.0
5.814572198025583,3539427337315876.0,3408053735474787.5,3710326068901891.0,3303168661555093.5,4082562039003880.0,1.0
6.078870934299473,3593025528629177.0,3455612353599995.5,3767330484591502.5,3357729447432719.5,4153263151653610.0,1.0
6.343169670573363,3641854521816708.0,3502031786857642.0,3819371350480149.5,3408184086820605.5,4219486941373489.0,1.0
6.607468406847253,3684249286940674.0,3545049447188968.0,3867575364203801.5,3454416224071443.0,4281254999073128.5,1.0
6.871767143121143,3723936199785655.0,3578636259459931.5,3918328362688790.5,3488986611647431.5,4338579995536499.0,1.0
7.136065879395033,3759928610362951.0,3605869048523161.5,3971265524655352.5,3518727022069785.0,4391467786875518.0,1.0
7.400364615668924,3791211932241979.0,3627727352375919.5,4020553492774058.0,3543610514547069.5,4439919239142430.0,1.0
7.664663351942814,3816768787752095.0,3644176315169943.0,4066180946292653.0,3563613499320931.0,4483931824380585.0,1.0
7.928962088216704,3841296191365307.0,3655188859736264.0,4108113895615537.5,3578717401038011.5,4523501028239715.0,1.0
8.193260824490594,3861672049428100.5,3669594470936836.5,4146301496417922.0,3588910161896292.5,4558621600134823.0,1.0
8.457559560764484,3874534437163749.0,3678564528742916.5,4173498502766372.5,3594187598420320.0,4589288669973348.0,1.0
8.721858297038374,3882441698684872.0,3677844980393420.0,4181007790233595.0,3594554621278876.5,4615498750139527.0,1.0
8.986157033312264,3885382458561231.0,3672431301732219.0,4183349402006039.5,3590026324199902.0,4637250637298376.0,1.0
9.250455769586154,3883005204343964.0,3663130751101703.0,4181901325370847.5,3580628945520419.0,4654546225368969.0,1.0
9.514754505860044,3875530100916393.0,3652041875814254.5,4186104204301728.5,3566400704058934.0,4667391238501914.0,1.0
9.779053242133934,3863461645677309.0,3636568319751985.5,4191100547043340.5,3547392509684758.0,4674618369373523.0,1.0
10.043351978407824,3848883775066850.0,3605778199761073.5,4194019366712797.0,3523668548086071.5,4675103963876103.0,1.0
10.307650714681714,3827421740076152.0,3565626134178667.0,4188859186811200.5,3494036069261976.5,4671221662508782.0,1.0
10.571949450955604,3799394966401909.0,3520504265655924.5,4175742865227652.0,3455606179609188.5,4663014401505752.0,1.0
10.836248187229495,3767634736675289.0,3473245447002432.5,4157956945277342.0,3412240440600183.5,4650531169628061.0,1.0
11.100546923503385,3727761389721996.0,3424755834685995.5,4135821606915294.0,3365281393175727.0,4633827284797059.0,1.0
11.364845659777275,3681932974487744.0,3371897744544204.0,4109398923658718.0,3313995726121447.0,4612964618171357.0,1.0
11.629144396051165,3634271891493580.0,3319106692479610.0,4089298234173764.0,3254302712022831.5,4588011767259204.0,1.0
11.893443132325055,3589232352288304.0,3264533872625142.0,4069038843994775.5,3189920695482770.5,4559044179419221.0,1.0
12.157741868598945,3538736708702176.0,3206203047436051.5,4045029275993916.0,3121693141737752.5,4526144226942019.0,1.0
12.422040604872835,3485284438932063.5,3147876118395370.5,4017322714526541.5,3049864980732942.0,4489401234810629.5,1.0
12.686339341146725,3426000030439267.0,3085179417599807.0,3983140081744990.0,2974695438489755.0,4448911462198076.0,1.0
12.950638077420615,3366891675479515.0,3016169199635391.0,3936200703301325.0,2896456749074528.5,4404778038766897.0,1.0
13.214936813694505,3304931242099541.5,2941754724423518.0,3882007816636865.5,2815432721018909.5,4357110856880484.0,1.0
13.479235549968395,3236550291192433.0,2865316593428631.5,3821611474004107.0,2731917171310841.0,4306026420913120.5,1.0
13.743534286242285,3160596239516661.0,2784691413495738.0,3757944781752238.5,2646212241884967.5,4248506854591291.5,1.0
14.007833022516175,3081908559662886.5,2700748062286995.0,3691176814102119.5,2558626615224582.5,4186048439156300.0,1.0
14.272131758790065,3000733118459383.0,2611241420372828.0,3624197747738910.5,2469473647205800.5,4121049389166690.5,1.0
14.536430495063955,2917323240276578.5,2520223900030698.0,3561432591433574.0,2379069436632562.0,4057378637782387.0,1.0
14.800729231337847,2831938451489660.0,2428010098816730.5,3489471950189917.5,2287730851995461.0,3996558678076781.0,1.0
15.065027967611737,2744843159837609.5,2334915104230342.5,3414861130361234.0,2195773536809150.8,3932824122628976.0,1.0
15.329326703885627,2656305280264544.0,2241252545473927.0,3337795300306397.5,2103509915417338.5,3866317661287650.5,1.0
15.593625440159517,2568770891866585.0,2147332647907800.0,3258476047505780.5,2011247221381737.8,3797188079838567.5,1.0
15.857924176433407,2479507115380472.0,2053460311385440.2,3175472144394889.0,1919285570477705.5,3725589828245006.0,1.0
16.122222912707297,2386787169473634.0,1962194575705518.0,3079604845462565.5,1827916099897091.8,3649641787423111.0,1.0
16.386521648981187,2295927619640413.0,1873188097134238.2,2982462771373917.5,1737419194506837.5,3571339420387173.5,1.0
16.650820385255077,2205611171261969.5,1784863757673680.0,2884308935220042.0,1648062819935702.0,3491186374075921.0,1.0
16.915119121528967,2116740650681621.8,1697474755732596.5,2785405971689864.0,1560100980873606.2,3409359281804689.5,1.0
17.179417857802857,2028569553652226.5,1611262486620491.2,2686014869269890.0,1473772321287610.5,3331658215724410.0,1.0
17.443716594076747,1941481506970999.2,1526455249805825.0,2586393709453681.5,1389298881311138.5,3256570628704205.0,1.0
17.708015330350637,1855245936753946.8,1443267083240205.5,2486796423704559.5,1306885023380322.5,3176200857611936.0,1.0
17.972314066624527,1770061866820593.0,1361896736203104.5,2387471578810549.0,1226716537810315.5,3093480831268155.0,1.0
18.236612802898417,1689578258985190.8,1282526790272543.0,2290669292281363.0,1148959935466828.8,3009752112319254.0,1.0
18.500911539172307,1613501944836839.8,1205322936035924.2,2198787494889495.2,1073761932539358.4,2925189577630622.0,1.0
18.765210275446197,1538780167814622.0,1130433411055578.8,2110549020851672.2,1001249129710861.5,2839967803033227.0,1.0
19.029509011720087,1465535516863410.2,1057988602431561.8,2028582860362244.5,931527885293768.8,2754260433492589.0,1.0
19.293807747993977,1393880588904279.0,988100815097813.4,1947259933754130.0,864684379214509.9,2668239557011207.5,1.0
19.558106484267867,1323441322635267.5,920864204785536.6,1866740706889945.0,800784862127819.4,2582075086274881.5,1.0
19.822405220541757,1251071538777293.0,856354872428351.4,1787178596567754.5,739876081475646.5,2495934152008318.5,1.0
20.086703956815647,1180752207549151.0,794631114705338.4,1708719441763468.5,681985874018219.4,2409980511926806.0,1.0
20.351002693089537,1112573111515774.2,736887269953854.0,1631501026081568.8,627123912297289.4,2324373979058462.0,1.0
20.615301429363427,1046611548079969.0,681873867877355.6,1555652654377978.0,575282590679263.4,2240443035815286.0,1.0
20.879600165637317,982932395592454.2,629599290946052.4,1481294786016616.0,526438035098502.2,2157818585796891.0,1.0
21.143898901911207,921588262232640.2,580058545061228.5,1408468705578638.5,480551219401464.3,2074545320064302.0,1.0
21.4081976381851,862619714109637.5,533233029959683.06,1337285661894333.0,437569170296625.44,1992850523951761.0,1.0
21.67249637445899,806055578301627.6,489091425723738.3,1268515818713562.5,397426242351804.75,1916367177544488.2,1.0
