parameter,median,mean,std,q16,q84,q2.25,q97.75
Vf,10.255808795651422,10.255808795651422,0.0,10.255808795651422,10.255808795651422,10.255808795651422,10.255808795651422
Vp,16.454076093462916,16.448750488525704,0.031628155899695476,16.419722324183574,16.465489489958202,16.396347891264014,16.510531210864904
Ie_sat,0.0016141803710037622,0.0016121757564153097,1.1855631478377344e-05,0.0016013305968269622,0.0016184494678345115,0.0015924101853090826,0.0016352969915364786
ne,7710627737311293.0,7734814721349059.0,71369882890620.66,7685517244770288.0,7813746087859187.0,7636631231044058.0,7895079406105884.0
ni,,,,,,,
Te,2.910936776684588,2.9075965415239247,0.03323814026037921,2.88621220883061,2.9320358144534153,2.822362483214898,2.9596423918383046
p,1.915566282109154,1.8653117130080588,0.10736726366901742,1.7521790686635452,1.9760981131311648,1.6220774041194441,1.9884549575656756
I1,-1.0175321487785737e-05,-1.0128328664435003e-05,3.6420311009851454e-07,-1.0239598504339809e-05,-9.91674408781039e-06,-1.1008108839276002e-05,-9.415491987824113e-06
I2,-7.767155443614421e-05,-7.857352201094472e-05,7.665048593960367e-06,-8.344200214105771e-05,-7.454892586845896e-05,-8.966645247402653e-05,-6.365290513256553e-05
log10_sigma_I,-4.857016316237226,-4.85134689068465,0.03124342475169013,-4.885576209650806,-4.814684801025696,-4.902436633816259,-4.789632235771341
sigma_I,1.3899004123346918e-05,1.4117359801780008e-05,1.0227355887228347e-06,1.3016688999112455e-05,1.5322337541924384e-05,1.2518821537030685e-05,1.6231840414739077e-05
