metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,19.440862536635393,19.259163514630735,20.798694971143057,17.41618,2.449493318666056,2.0246825366353924
Te,3.6495823280618493,3.6225535378347233,3.805107465438059,2.6267219571180687,0.05,1.0228603709437807
ne,1.4675347710718624e+17,1.3864439914170133e+17,2.005535696888667e+17,9.5258995174732e+16,8.883636281712371e+16,5.149448193245424e+16
n_qn,1.4675347710718624e+17,1.3864439914170133e+17,2.005535696888667e+17,3.374028167934986e+18,4.636879832008365e+18,-3.2272746908278e+18
p,1.202263745411268,1.1764313233944832,1.246002102500094,,,
