,Value,Uncertainty,Unit
Vf,10.458458258826758,0.16543399999999764,V
Vp,16.579231,0.3308679999999953,V
Te,1.9739663567396832,0.05,eV
n,1.4167500762885e+18,1.8513661855470515e+18,m-3
ne,1.076364920287079e+17,1.809300707319364e+16,m-3
ni,2.725863660548292e+18,1.3149531007064732e+16,m-3
Ie_sat,0.001651482326810507,0.00027681457317724206,A
Ii_sat,-0.0005268445457634974,3.553240558811296e-05,A
