,Value,Uncertainty,Unit
Vf,11.314291432561918,0.1663250000000005,V
Vp,15.053797,1.3186629904067835,V
Te,1.464000767691865,0.05,eV
n,1.1451999162924539e+18,1.5241335691334044e+18,m-3
ne,6.747473412416795e+16,6.078714269344883e+16,m-3
ni,2.2229250984607398e+18,8949973869252928.0,m-3
Ie_sat,0.0008915718670267977,0.0008030616173717522,A
Ii_sat,-0.00042082817458150734,1.982375841737663e-05,A
