Vp,ne,Te,p,I1,I2,log10_sigma_I,sigma_I
17.122596591210833,9.609328209493795e+16,2.7233382381377873,2.953429973088306,-1.1046700829014738e-05,-2.753344837902981e-05,-4.893191261868926,1.2788179928663211e-05
16.72724100022712,8.753920460101235e+16,2.570894963568972,2.7877389315163645,-1.1135743659980392e-05,-3.122301154994192e-05,-4.8042323038212125,1.56952304295792e-05
17.5601195170924,1.081355693548433e+17,2.8408360236436154,2.9925514297872158,-1.057713721320185e-05,-2.820723446480232e-05,-4.8639202786381635,1.367979916082777e-05
17.31735768050344,9.983572431353946e+16,2.8073729442016537,2.956505793456902,-1.1001100638429839e-05,-2.617850552691023e-05,-4.8090577003601425,1.55218077353741e-05
16.74065499396304,8.676011019478368e+16,2.597249491567485,2.8722677659086155,-1.1226102108201591e-05,-3.1200616990006286e-05,-4.795153936784209,1.6026772169829757e-05
16.74777685893285,8.664904903180058e+16,2.6487639953987614,2.9282593712544784,-1.0764586617637408e-05,-3.8156119223115015e-05,-4.727961349055399,1.8708486330390616e-05
16.80238172267814,8.837138213605912e+16,2.6988147279289936,2.914855403944814,-1.0045459675536868e-05,-4.9615040930321014e-05,-4.768335464907765,1.704765057543891e-05
17.488334769145467,1.0559745351015197e+17,2.8225250397579638,2.884366592555284,-1.1185734441762868e-05,-2.766829154222765e-05,-4.751041148874252,1.7740213865569656e-05
17.315791491646305,1.005005124502375e+17,2.804799849371695,2.9311763139363776,-1.0624198240423628e-05,-3.4937393170656264e-05,-4.850866332636226,1.4097226167606321e-05
16.716419043261098,8.660946133428646e+16,2.598530103409453,2.9869383578870474,-1.0818087096302288e-05,-3.595831933348066e-05,-4.889300131777846,1.2903272474096613e-05
17.27182894813349,9.97008740152256e+16,2.765517162931732,2.865326840526575,-1.1182231816421408e-05,-2.4638515551660828e-05,-4.843701268787488,1.4331733743940973e-05
16.704679252763118,8.72763777320287e+16,2.5918123940092137,2.7715227089603864,-1.0289142639242671e-05,-4.533200411630661e-05,-4.8053894970277975,1.5653465592445902e-05
16.702173061667125,8.515686994449938e+16,2.652867752247875,2.966395776884233,-1.0678742076574745e-05,-4.222962773520883e-05,-4.8513383994014285,1.4081911175755825e-05
16.716419043261098,8.660946133428646e+16,2.598530103409453,2.9869383578870474,-1.0818087096302288e-05,-3.595831933348066e-05,-4.889300131777846,1.2903272474096613e-05
16.636955699678072,8.517494516964522e+16,2.52686481086947,2.869298341957843,-1.1596046037592794e-05,-2.5317370433052683e-05,-4.793718847639145,1.607981887003038e-05
16.727096679717043,8.696637747861925e+16,2.552447538644853,2.9487174399019302,-1.1102966861109543e-05,-3.0164478351120058e-05,-4.797525054008059,1.593950924648076e-05
16.63161191894328,8.414299748282006e+16,2.5986514934464022,2.8974595926198727,-1.0675537120437024e-05,-4.083627978859923e-05,-4.81412346180532,1.5341807818740883e-05
16.747816501063816,8.63117154233798e+16,2.6278936474817094,2.982897159157904,-1.0761662990186813e-05,-3.9727598133252814e-05,-4.8354070762864545,1.4608072772804455e-05
17.00247233524892,9.413295462632746e+16,2.658131390448954,2.717162310337767,-1.082867399214058e-05,-3.123469873843668e-05,-4.821713319810426,1.5076019141603302e-05
16.695311431092076,8.580557351241754e+16,2.6261985115634023,2.9827554692331697,-1.0277615181207567e-05,-4.532716796076981e-05,-4.904867755960718,1.2448936280981353e-05
16.716419043261098,8.660946133428646e+16,2.598530103409453,2.9869383578870474,-1.0818087096302288e-05,-3.595831933348066e-05,-4.889300131777846,1.2903272474096613e-05
16.865116279417666,8.984323577595861e+16,2.6521457017075303,2.9231912582701747,-1.0845988453414709e-05,-3.5061510561830087e-05,-4.79737808635096,1.594490417744283e-05
16.67745960618498,8.620584889714416e+16,2.539829497576173,2.897728427685944,-1.167785602187749e-05,-2.3239104492350088e-05,-4.818615642802586,1.5183935743141694e-05
16.763334152891304,8.813614562520238e+16,2.599187389760127,2.9999855414880736,-1.0471713248991947e-05,-4.3788864656208945e-05,-4.803722080430013,1.571368053646691e-05
16.800974176276842,8.668402145041856e+16,2.658897726271957,2.983950528755115,-1.1022334319718465e-05,-3.331205945210358e-05,-4.800662589526164,1.5824770140330262e-05
16.906804803870713,9.059765767399312e+16,2.62741952197429,2.746996526647086,-1.1313747794471302e-05,-2.5343930022443326e-05,-4.852202017244191,1.4053936364927231e-05
16.648356225082637,8.44775813811963e+16,2.605668976935238,2.97343458212932,-1.0738608007797366e-05,-4.147397642823014e-05,-4.766865344730618,1.7105455964621264e-05
17.66927665417604,1.0924863386636214e+17,2.8890790936329567,2.9115732593247867,-1.1048224991185344e-05,-2.2891570657962435e-05,-4.832648224342216,1.4701165802163544e-05
17.061703269995334,9.49170356120309e+16,2.685601909097115,2.9956394027430147,-1.0963779273036084e-05,-2.952994954336617e-05,-4.8521957900229715,1.4054137881644207e-05
17.061703269995334,9.49170356120309e+16,2.685601909097115,2.9956394027430147,-1.0963779273036084e-05,-2.952994954336617e-05,-4.8521957900229715,1.4054137881644207e-05
16.74065499396304,8.676011019478368e+16,2.597249491567485,2.8722677659086155,-1.1226102108201591e-05,-3.1200616990006286e-05,-4.795153936784209,1.6026772169829757e-05
