,Value,Uncertainty,Unit
Vf,9.91245285055168,0.16548900000000089,V
Vp,15.574154,0.33097800000000177,V
Te,1.7703077822391609,0.05,eV
n,1.0079406902076288e+18,1.2987619352192074e+18,m-3
ne,8.95773186671637e+16,1.6795146096914196e+16,m-3
ni,1.926304061748094e+18,8412946980577127.0,m-3
Ie_sat,0.0013015683209864036,0.0002433421374889727,A
Ii_sat,-0.0003672959279355704,2.4602151411003417e-05,A
