,Value,Uncertainty,Unit
Vf,10.063235863265488,0.16554400000000058,V
Vp,15.91144,0.33108800000000116,V
Te,1.7825675443630293,0.05,eV
n,1.0892702985763338e+18,1.3977598320413734e+18,m-3
ne,1.0090484286970893e+17,1.8795072971882696e+16,m-3
ni,2.0776357542829586e+18,9630414165219592.0,m-3
Ie_sat,0.001471226469517602,0.00027326057342399584,A
Ii_sat,-0.00039797344161009775,2.6793422634157027e-05,A
