Bias Voltage (V)	Probe Current (A)
-21.000555	-3.629460E-6
-9.754252	-2.897903E-6
-9.519804	-2.890202E-6
-9.289446	-2.877247E-6
-9.055155	-2.860569E-6
-8.821014	-2.844555E-6
-8.586846	-2.826971E-6
-8.349295	-2.798070E-6
-8.114729	-2.798674E-6
-7.887197	-2.773550E-6
-7.649851	-2.758755E-6
-7.415819	-2.746958E-6
-7.181582	-2.724934E-6
-6.947409	-2.713192E-6
-6.713160	-2.679259E-6
-6.482172	-2.652561E-6
-6.248038	-2.643394E-6
-6.013677	-2.625733E-6
-5.779487	-2.616390E-6
-5.542096	-2.589751E-6
-5.314390	-2.586455E-6
-5.080110	-2.564734E-6
-4.842739	-2.547994E-6
-4.608607	-2.536704E-6
-4.374235	-2.514849E-6
-4.140419	-2.499207E-6
-3.909206	-2.488152E-6
-3.674926	-2.467979E-6
-3.440686	-2.467299E-6
-3.206668	-2.440162E-6
-2.972445	-2.420953E-6
-2.734854	-2.410338E-6
-2.507550	-2.387427E-6
-2.273484	-2.369600E-6
-2.036019	-2.356981E-6
-1.801586	-2.342814E-6
-1.567023	-2.325315E-6
-1.339427	-2.315510E-6
-1.101953	-2.292012E-6
-0.868047	-2.275235E-6
-0.633837	-2.255970E-6
-0.399870	-2.240930E-6
-0.165305	-2.228060E-6
0.067188	-2.208972E-6
0.301369	-2.190749E-6
0.535428	-2.173444E-6
0.769892	-2.156295E-6
1.007000	-2.141298E-6
1.234637	-2.123124E-6
1.468676	-2.100174E-6
1.706279	-2.080305E-6
1.940430	-2.057831E-6
2.174773	-2.039960E-6
2.408865	-2.018393E-6
2.639559	-1.997495E-6
2.873841	-1.967619E-6
3.108112	-1.938593E-6
3.342304	-1.920416E-6
3.576453	-1.883254E-6
3.814068	-1.851407E-6
4.041408	-1.815384E-6
4.275733	-1.778939E-6
4.512782	-1.734162E-6
4.746910	-1.686359E-6
4.981091	-1.636488E-6
5.212306	-1.581454E-6
5.446588	-1.519000E-6
5.680767	-1.454348E-6
5.914864	-1.385477E-6
6.148864	-1.312684E-6
