Vp,ne,Te,p,I1,I2,log10_sigma_I,sigma_I
18.976727117214423,9.540788174547626e+16,3.9188756715649316,2.36167323823972,-1.3468368815703984e-05,-8.73675017039853e-05,-4.896225644900622,1.2699141288260507e-05
19.535484864488264,1.0708060540685491e+17,4.054876452952565,2.328493608433762,-1.3593450387063477e-05,-8.108382976699732e-05,-4.9240302817260275,1.1911589500838846e-05
19.16052853737348,9.969091722423254e+16,3.927879284147828,2.403442962389262,-1.3766911253827513e-05,-7.938315593483333e-05,-4.891688052307348,1.2832519937767767e-05
18.669456039006803,9.159681291713258e+16,3.789948807186441,2.192983305344745,-1.3534960032039593e-05,-9.399877661490572e-05,-4.898489718692633,1.2633110105540454e-05
19.75462620793469,1.1157230552676198e+17,4.092920163446928,2.515499105952334,-1.3902474574903237e-05,-7.089553887374561e-05,-4.889078943896133,1.2909845835115125e-05
18.397636571766807,8.780636717634989e+16,3.702505378422922,1.997973549892735,-1.3327447960294336e-05,-0.00010141337499404782,-4.870997463744255,1.3458682138289018e-05
21.85596547209736,1.6177601620232467e+17,4.6353905124226955,2.4709350374503996,-1.3569647344587282e-05,-5.060646933411489e-05,-4.910763965294246,1.2281065134140784e-05
21.679576142968795,1.4811210787960653e+17,4.714535946877431,2.9717439370048053,-1.4328057341938464e-05,-3.163633610399688e-05,-4.903833284063801,1.2478624487896626e-05
18.397636571766807,8.780636717634989e+16,3.702505378422922,1.997973549892735,-1.3327447960294336e-05,-0.00010141337499404782,-4.870997463744255,1.3458682138289018e-05
18.72954289114579,9.176286103078531e+16,3.8446120915762183,2.242624149902867,-1.3313114691633075e-05,-9.588367395763422e-05,-4.934280899295814,1.1633733225106653e-05
18.599194780970606,8.936146333349213e+16,3.794321436687132,2.231114663502428,-1.388710094107513e-05,-8.757370463039621e-05,-4.845076942984136,1.4286408269813986e-05
18.6995131767412,9.233263578341856e+16,3.8128798637875816,2.122615577380455,-1.3631072034178812e-05,-9.175703083696626e-05,-4.869217167938646,1.3513966314884498e-05
19.448129579564593,1.0560434097245043e+17,4.047688557749943,2.2455733825614113,-1.3129542593353673e-05,-9.254321517613087e-05,-4.909399570334056,1.2319708434096149e-05
21.081335097196533,1.3771103990173123e+17,4.514675204350582,2.6609633690951835,-1.3722661568178795e-05,-5.6776658394902535e-05,-4.930699776204759,1.1730059736124128e-05
18.911315072955,9.492551649824934e+16,3.9029782655670315,2.265037714142058,-1.3357190415217964e-05,-9.22692914218752e-05,-4.921161039151599,1.1990546036449136e-05
21.501969883161063,1.4512760655288608e+17,4.665942630813894,2.841879281124149,-1.3945701088835223e-05,-4.7018588001473266e-05,-4.89533503539648,1.2725210190897134e-05
21.352305357781496,1.4687247930479747e+17,4.530996344798265,2.534104577327988,-1.3819072934072828e-05,-4.920477261489281e-05,-4.857481341164103,1.3884129598075287e-05
19.302345405838093,1.032866907233543e+17,4.004878347056242,2.3216426845190625,-1.3123013179652332e-05,-9.289122976935751e-05,-4.847058727815588,1.4221364645888539e-05
21.11697901273247,1.468133772082062e+17,4.3844685774585965,2.3063400171133246,-1.3444749267176883e-05,-6.219805754007976e-05,-4.895106738264946,1.2731901256094618e-05
19.220989389761897,9.912807993684304e+16,4.0021005782632635,2.515337699431636,-1.3713556826760315e-05,-8.220216654305362e-05,-4.888219839747351,1.2935408856540282e-05
19.391051957502793,1.0654535264749824e+17,3.9468347208539543,2.1555393735736135,-1.3724161330147056e-05,-7.87585306361964e-05,-4.894227821504593,1.2757693921789902e-05
19.17954707870347,1.0134484841714458e+17,3.925355686834397,2.310704006370096,-1.3700683852530004e-05,-8.515713531002597e-05,-4.854944911772874,1.396545495096383e-05
18.520694801152864,8.91796012000142e+16,3.7575269504968,2.1835021203234755,-1.3259977138426328e-05,-9.923411621844125e-05,-4.907619011243288,1.2370321552147547e-05
19.1365569540223,1.0186462206540864e+17,3.8630125182592536,2.1277470337463047,-1.3865633019452235e-05,-8.016909840141001e-05,-4.858624995923362,1.3847615751428344e-05
19.391051957502793,1.0654535264749824e+17,3.9468347208539543,2.1555393735736135,-1.3724161330147056e-05,-7.87585306361964e-05,-4.894227821504593,1.2757693921789902e-05
21.443143589213246,1.442623244047322e+17,4.644982971981331,2.8028217431491704,-1.3934478701419276e-05,-4.732202706452318e-05,-4.90436805177851,1.2463268412770736e-05
20.099532314113585,1.1873920332132598e+17,4.1998230515524995,2.455126348760982,-1.3831823212645902e-05,-6.846490713777881e-05,-4.912469638783239,1.2232926355743405e-05
20.654334652416654,1.3006335779545238e+17,4.4031656954090534,2.407196213042071,-1.2800294784490315e-05,-8.617374504321998e-05,-4.91700654975361,1.2105798762158035e-05
19.274100659929307,1.03317336005319e+17,3.969035357624578,2.1963014127800466,-1.33325972094695e-05,-9.199870156419501e-05,-4.8524267828903,1.4046664744072595e-05
19.970933084128056,1.1515188435430304e+17,4.207945335240772,2.3049460426200024,-1.3042716558550778e-05,-8.564915956355001e-05,-4.916866990990879,1.210968953638798e-05
19.535484864488264,1.0708060540685491e+17,4.054876452952565,2.328493608433762,-1.3593450387063477e-05,-8.108382976699732e-05,-4.9240302817260275,1.1911589500838846e-05
21.80902420961648,1.552587933289632e+17,4.699579145532209,2.624950237895221,-1.4034958380220244e-05,-4.11190061835702e-05,-4.881394907708035,1.3140294305161289e-05
21.595116893232266,1.4952573052748867e+17,4.668464433875313,2.5932071066242273,-1.3560281523310007e-05,-5.40916385058654e-05,-4.892236267563734,1.2816331509879336e-05
19.448129579564593,1.0560434097245043e+17,4.047688557749943,2.2455733825614113,-1.3129542593353673e-05,-9.254321517613087e-05,-4.909399570334056,1.2319708434096149e-05
18.933537746422914,9.50155121852178e+16,3.903488870337685,2.333757415751572,-1.3624316706554269e-05,-8.841572090790076e-05,-4.906419383395535,1.2404538649720077e-05
19.448129579564593,1.0560434097245043e+17,4.047688557749943,2.2455733825614113,-1.3129542593353673e-05,-9.254321517613087e-05,-4.909399570334056,1.2319708434096149e-05
21.28258314488515,1.38792551428135e+17,4.6056908592177965,2.8672638319390202,-1.4358547470612695e-05,-3.929415709242462e-05,-4.885857579353949,1.3005960199163917e-05
18.361226878081215,8.762624671505923e+16,3.6890897582854354,2.071057731309862,-1.3130213100373154e-05,-0.00010468867104758764,-4.8883820775482905,1.2930577525639436e-05
21.919824037162087,1.6662191263973885e+17,4.633641358815497,2.445096640294733,-1.3401675178766645e-05,-5.2857599909850866e-05,-4.8474224727508854,1.420945847652248e-05
19.85602363633039,1.1209055850396944e+17,4.205807721135776,2.4363544600801417,-1.330297651260979e-05,-8.286771424934752e-05,-4.919564715174929,1.2034700447137577e-05
18.48256984707595,8.974574182479155e+16,3.7382208571515783,2.043286410893109,-1.2792644229714899e-05,-0.00011065572076721791,-4.906963637472515,1.2389003126025342e-05
21.813376752532427,1.5109862097441702e+17,4.788984482877927,2.834795405265711,-1.3890212353038925e-05,-4.570732307322689e-05,-4.856697175631997,1.390922153795651e-05
