Row,Value,Uncertainty,Unit
Vf,10.52759863588,0.0571709999999997,V
Vp,17.205554,1.17676044297639,V
Te,1.73942982165126,0.128938590514846,eV
n,1.43828420504305e+17,2.87922435257098e+17,m-3
ne,9.69955562507823e+15,NaN,m-3
ni,4.16883368477156e+17,0,m-3
Ie_sat,0.000927427448038908,NaN,A
Ii_sat,-0.000486208215461901,9.51672555941967e-05,A
