Row,Value,Uncertainty,Unit
Vf,9.87068170534595,0.0571016666666668,V
Vp,15.2003746363636,0.481069634234394,V
Te,1.6943229710379,0.0459719948740745,eV
n,1.25737942582267e+17,2.52806655375823e+17,m-3
ne,7.33935227788166e+15,NaN,m-3
ni,3.64861952968552e+17,0,m-3
Ie_sat,0.000692596806060084,NaN,A
Ii_sat,-0.000422388681308405,8.40638170808479e-05,A
