Row,Value,Uncertainty,Unit
Vf,9.83252395360097,0.0208806666666662,V
Vp,34.1864392398108,0.0280297832349583,V
Te,4.81406251409365,0.0186993718545391,eV
n,8.74301406189385e+16,1.32025400360015e+17,m-3
ne,3.10153416122691e+16,NaN,m-3
ni,2.1772745337914e+17,0,m-3
Ie_sat,0.00493352215805226,NaN,A
Ii_sat,-0.000255804942097128,4.92535373533566e-05,A
