Row,Value,Uncertainty,Unit
Vf,9.76044746377733,0.0567066666666663,V
Vp,14.988426,0.0859610000000002,V
Te,1.31777552439657,0.00664409355894585,eV
n,8.21798430468487e+16,1.41864200363871e+17,m-3
ne,1.67861475531391e+16,NaN,m-3
ni,2.1741242372294e+17,0,m-3
Ie_sat,0.001397,NaN,A
Ii_sat,-0.000255568629808067,4.91508942057241e-05,A
