Row,Value,Uncertainty,Unit
Vf,11.2701124237137,0.0571023333333329,V
Vp,17.22780125,0.307079226069491,V
Te,1.61350287957025,0.0580672778860304,eV
n,2.64352643862539e+17,5.34182983244084e+17,m-3
ne,1.52333201302364e+16,NaN,m-3
ni,7.7068213982294e+17,0,m-3
Ie_sat,0.0014028269243307,NaN,A
Ii_sat,-0.000890425792284636,0.000177996076167032,A
