parameter,median,mean,std,q16,q84,q2.25,q97.75
Vf,10.301417958119565,10.301417958119565,0.0,10.301417958119565,10.301417958119565,10.301417958119565,10.301417958119565
Vp,16.46450136586626,16.458673942225413,0.031064738819724196,16.43123425548478,16.479747576567036,16.404886973209795,16.53657201283592
Ie_sat,0.0016361909041712178,0.0016336900856406557,1.3421906373073247e-05,0.0016217638057042405,0.0016428027974347476,0.0016105550876277523,0.0016674461081395491
ne,7921381563975111.0,7927185302375533.0,89849996641759.95,7838815276286430.0,8023862632826954.0,7732389486042067.0,8036637035217147.0
ni,,,,,,,
Te,2.884376083353904,2.8989359225626394,0.03711047677295919,2.8749157047562224,2.937019613704259,2.8260446648968442,2.959014866508219
p,1.682107540920483,1.6881341945603463,0.12305484281221322,1.5420109691777357,1.8296845553269612,1.5324524330040523,1.9233636002986925
I1,-1.0608089783937505e-05,-1.0844248943424465e-05,5.353007497501264e-07,-1.14527310666662e-05,-1.0593814799106371e-05,-1.1673678773127333e-05,-9.85827624295978e-06
I2,-9.279616390491657e-05,-8.948792095079234e-05,1.038030151679519e-05,-9.619102266322094e-05,-7.778891371704524e-05,-0.00010987422141927466,-7.328360645720483e-05
log10_sigma_I,-4.8875258813524916,-4.879692350418563,0.03883792105784858,-4.893874312989636,-4.84260334589474,-4.941310101670672,-4.795426055764494
sigma_I,1.2956094846434103e-05,1.3244029584622455e-05,1.2069500053551322e-06,1.2768082700907285e-05,1.4368075518718178e-05,1.1446952965062195e-05,1.6017926554766705e-05
