,Value,Uncertainty,Unit
Vf,10.301417958119565,0.05629966666666715,V
Vp,17.753836,0.05629966666666715,V
Te,1.7186186999309416,0.0069138835278770615,eV
n,9.19154487794345e+16,1.0500366838698822e+17,m-3
ne,1.4849761193180576e+17,2653880079017885.0,m-3
ni,3.680603873197386e-11,0.0,m-3
Ie_sat,0.002126,3.775345778494208e-05,A
Ii_sat,-0.000545514297258985,0.00015611744263104574,A
