energy_ev,eedf_m3_ev_median,eedf_m3_ev_q16,eedf_m3_ev_q84,eedf_m3_ev_q2.25,eedf_m3_ev_q97.75,eedf_m3_ev_valid_fraction
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11698084291587955,3182820850405920.0,3001404373789010.0,3663763873926436.5,2893680143624036.5,4210703165739937.0,1.0
0.2339616858317591,4500970185858536.0,4244443282642513.5,5180880817642040.0,4092064344360512.5,5954605664274176.0,1.0
0.35094252874763865,5511878098004186.0,5197771202591964.0,6343959496879991.0,5011052490025889.0,7292195904748890.0,1.0
0.4679233716635182,6363167638174734.0,6000576473776918.0,7322778980729465.0,5784789483761624.0,8418893295942681.0,1.0
0.5849042145793978,7111769143207508.0,6706509093528294.0,8182740661508647.0,6464950776260197.0,9410158316908684.0,1.0
0.7018850574952773,7780672832232370.0,7342846547853087.0,8957087867228210.0,7077785579319791.0,1.0304490877922146e+16,1.0
0.8188659004111569,8389236811420837.0,7925575676068678.0,9665313426594684.0,7638657982477113.0,1.1124584444614012e+16,1.0
0.9358467433270364,8958008106565352.0,8464912301572085.0,1.0319895275474694e+16,8157368902108667.0,1.1885066030932736e+16,1.0
1.052827586242916,9490803432908904.0,8966560541496026.0,1.0929303672604542e+16,8640532985366961.0,1.2595951276204164e+16,1.0
1.1698084291587956,9990520195145196.0,9435895543238600.0,1.1499530068658602e+16,9092787712464664.0,1.3264400478222678e+16,1.0
1.2867892720746752,1.0464040182572232e+16,9876720879529616.0,1.2034939903349432e+16,9517468431040834.0,1.3895697598221706e+16,1.0
1.4037701149905546,1.091178085147552e+16,1.0291605359202264e+16,1.2548974074540174e+16,9917012780641270.0,1.4493835508848804e+16,1.0
1.5207509579064342,1.1335864405252638e+16,1.0683660081419132e+16,1.3036238928079288e+16,1.0293216922822136e+16,1.5061885553826728e+16,1.0
1.6377318008223138,1.1737916317949752e+16,1.105527418232226e+16,1.3498564990229158e+16,1.0647405503659984e+16,1.560224149030157e+16,1.0
1.7547126437381932,1.2119168339260276e+16,1.1405753190562986e+16,1.393750729433567e+16,1.0980548857804468e+16,1.6116786548347554e+16,1.0
1.8716934866540729,1.2480548661830692e+16,1.1731219449081926e+16,1.435428093379709e+16,1.1293346606776452e+16,1.6607011462662184e+16,1.0
1.9886743295699525,1.2822747771169212e+16,1.202999411570462e+16,1.4749835743391778e+16,1.1586289107220028e+16,1.7074100140063318e+16,1.0
2.105655172485832,1.3143968721339628e+16,1.229381194885686e+16,1.5124736002078308e+16,1.185970386799628e+16,1.7518993322974098e+16,1.0
2.2226360154017115,1.3393390480640978e+16,1.2531984075192212e+16,1.547763969010374e+16,1.2113791506032808e+16,1.7942436906212586e+16,1.0
2.339616858317591,1.3613440804377984e+16,1.2747373894472344e+16,1.581083940228136e+16,1.234865425709107e+16,1.83450193090185e+16,1.0
2.4565977012334708,1.382865257091104e+16,1.2957223462616408e+16,1.6110369662718768e+16,1.2564319079887212e+16,1.8727200886543984e+16,1.0
2.5735785441493504,1.4067170411177344e+16,1.3152970495119656e+16,1.6380572557567312e+16,1.2760756759221268e+16,1.908933744885942e+16,1.0
2.6905593870652296,1.428730272969838e+16,1.3295511528336606e+16,1.6632699828416142e+16,1.2937897993855746e+16,1.9431699348740068e+16,1.0
2.807540229981109,1.4489036359721824e+16,1.3407946752550174e+16,1.6879239197084286e+16,1.3095647169899436e+16,1.975448718871306e+16,1.0
2.924521072896989,1.4672327647610442e+16,1.3524062560971724e+16,1.710346609964558e+16,1.3233894323084874e+16,2.005784491420867e+16,1.0
3.0415019158128684,1.483711236790684e+16,1.3629671702360226e+16,1.7306056956519584e+16,1.3352525654123302e+16,2.0341870860293988e+16,1.0
3.158482758728748,1.4945123963561108e+16,1.3725784681797606e+16,1.745106530718749e+16,1.340363040398438e+16,2.0606627177044732e+16,1.0
3.2754636016446277,1.504868416154462e+16,1.3787823544635748e+16,1.7576744590388538e+16,1.341546978888689e+16,2.085214795535221e+16,1.0
3.392444444560507,1.5135900144274988e+16,1.3829161404052278e+16,1.7687060556016396e+16,1.3406573334567202e+16,2.1078446299077924e+16,1.0
3.5094252874763865,1.5203498646180028e+16,1.3849882956696934e+16,1.7783321808881238e+16,1.3433382920005026e+16,2.1285520533006476e+16,1.0
