metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,16.982933863295358,16.692093819044292,17.414609507367427,18.501748999999997,0.5857960000000002,-1.5188151367046387
Te,8.95633375290625,8.781181123373347,9.175734370512949,3.2139485811949067,0.12464067910054465,5.742385171711343
ne,5.666874497312008e+16,5.26043502030528e+16,5.818637718353996e+16,7.580555407746034e+16,4777607593187762.0,-1.9136809104340256e+16
n_qn,5.666874497312008e+16,5.26043502030528e+16,5.818637718353996e+16,4.2396209885598584e+16,5.360262133977574e+16,1.4272535087521496e+16
p,2.8898182292351366,2.6245440715453263,2.9428048220688754,,,
