metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,20.703020591108007,19.63008915919732,21.245691456287112,17.753763,1.6221027095525937,2.949257591108008
Te,3.693118514602567,3.5901497252368775,3.7650866917100947,2.632087025551253,0.05,1.061031489051314
ne,1.8073548320104346e+17,1.3797824353580624e+17,2.0780952912571725e+17,9.14931058833879e+16,5.639207166256621e+16,8.924237731765555e+16
n_qn,1.8073548320104346e+17,1.3797824353580624e+17,2.0780952912571725e+17,2.579562741662888e+18,3.518661823048056e+18,-2.3988272584618445e+18
p,1.1930498465837458,1.1650993779386178,1.2633633205358759,,,
