,Value,Uncertainty,Unit
Vf,11.165884604474979,0.053894000000000254,V
Vp,17.418031,0.3357860000000006,V
Te,1.573536718502571,0.06293907797976564,eV
n,6.014699895879757e+16,8.707467368642496e+16,m-3
ne,1.2314218446655386e+17,2.3924254934324436e+16,m-3
ni,9.611219192122739e-11,0.0,m-3
Ie_sat,0.0016869387656527348,0.00032599999999999817,A
Ii_sat,-0.0014226197078629535,0.00044043486201348877,A
