,Value,Uncertainty,Unit
Vf,10.268570749280766,0.008584333333333305,V
Vp,16.454065749999998,1.2994079350020102,V
Te,1.397525747915711,0.13660751277013852,eV
n,9.118888263267678e+16,9.93661531246305e+16,m-3
ne,1.4052496138969414e+17,5.73278701248303e+16,m-3
ni,3.988993739578995e-11,0.0,m-3
Ie_sat,0.0018142093789029724,0.0007347852442129038,A
Ii_sat,-0.0005825972590043462,0.00016754114801898303,A
