metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,20.670803965858042,20.02802663893456,21.32729391798322,18.79953225,0.07158955699113866,1.8712717158580432
Te,3.5620082570426588,3.510024266604886,3.732505820041423,1.7973279585197184,0.008378947204117805,1.7646802985229404
ne,2.6427933163417606e+17,2.259573797840184e+17,2.915344939824811e+17,1.8310011855506582e+17,3656508075246304.0,8.117921307911024e+16
n_qn,2.6427933163417606e+17,2.259573797840184e+17,2.915344939824811e+17,1.13893612379426e+17,1.2947133546634786e+17,1.5038571925475008e+17
p,1.5053365409494106,1.4323985890412252,1.6218603960502977,,,
