metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,18.76195087936385,17.71783579904962,19.546548814526275,15.575205,2.3087749673514146,3.1867458793638512
Te,3.1628403158135785,2.839748526391335,3.3643306383933553,1.5655115091409055,0.05,1.597328806672673
ne,2.3253069765505427e+17,1.84357541616724e+17,2.755024185199907e+17,1.1252932264798766e+17,1.6596499767596154e+17,1.2000137500706661e+17
n_qn,2.3253069765505427e+17,1.84357541616724e+17,2.755024185199907e+17,7.720997865908748e+17,9.327734954487453e+17,-5.395690889358205e+17
p,2.2442359694135976,2.038333471628824,2.7579814635989206,,,
