,Value,Uncertainty,Unit
Vf,11.165884604474979,0.16554599999999908,V
Vp,17.41618,2.449493318666056,V
Te,2.6267219571180687,0.05,eV
n,3.374028167934986e+18,4.636879832008365e+18,m-3
ne,9.5258995174732e+16,8.883636281712371e+16,m-3
ni,6.652797340695241e+18,2.516272553433843e+16,m-3
Ie_sat,0.001686,0.001572243199962461,A
Ii_sat,-0.0013000660427142307,8.981605362108528e-05,A
