metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,56.81030117250143,52.784945383409436,61.11020175450634,13.891373,0.3326376896892251,42.91892817250143
Te,6.796532745062914,3.749534407825419,9.113510589031875,1.6892705787079914,0.05,5.107262166354922
ne,3.413960169721394e+17,1.7989550349145642e+17,1.1163042628859098e+18,5.22950202687968e+16,1.0326560394214264e+16,2.891009967033426e+17
n_qn,3.413960169721394e+17,1.7989550349145642e+17,1.1163042628859098e+18,1.2750136461722514e+18,1.7291852637188603e+18,-9.33617629200112e+17
p,1.2727973851812031,1.0703419356024253,2.2859488525243634,,,
