,Value,Uncertainty,Unit
Vf,10.18510830753952,0.16671900000000006,V
Vp,13.891373,0.3326376896892251,V
Te,1.6892705787079914,0.05,eV
n,1.2750136461722514e+18,1.7291852637188603e+18,m-3
ne,5.22950202687968e+16,1.0326560394214264e+16,m-3
ni,2.497732272075706e+18,1.2821652016705714e+16,m-3
Ie_sat,0.0007422572815646618,0.00014615938406002012,A
Ii_sat,-0.0004651633039904592,2.65367093084187e-05,A
