energy_ev,eedf_m3_ev_median,eedf_m3_ev_q16,eedf_m3_ev_q84,eedf_m3_ev_q2.25,eedf_m3_ev_q97.75,eedf_m3_ev_valid_fraction
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1164673324037113,6074523344889052.0,5593959848734149.0,6923994338368342.0,5096054909697466.0,7490693591391886.0,1.0
0.2329346648074226,8590436526929891.0,7909765517342412.0,9788879789514236.0,7206714085372152.0,1.0585514392529794e+16,1.0
0.34940199721113385,1.0520346674895956e+16,9684094435018526.0,1.1981563114974374e+16,8825742326914394.0,1.2947620626450434e+16,1.0
0.4658693296148452,1.2146231568188074e+16,1.1175851166274148e+16,1.382214770880429e+16,1.0189653141735634e+16,1.4922420338553852e+16,1.0
0.5823366620185565,1.357699788352569e+16,1.2484612108424282e+16,1.5433652381321624e+16,1.1389747154418896e+16,1.6642347760742476e+16,1.0
0.6988039944222677,1.4868218434303172e+16,1.3660885654210276e+16,1.6878454504361636e+16,1.2472564182254078e+16,1.8174405550379684e+16,1.0
0.815271326825979,1.6052650599291154e+16,1.4734213087261256e+16,1.8193052902913784e+16,1.346548725340998e+16,1.955773446252833e+16,1.0
0.9317386592296903,1.715140293401886e+16,1.5723450055886244e+16,1.9400781343577564e+16,1.4386111731223076e+16,2.0817343978573696e+16,1.0
1.0482059916334017,1.8178920124084948e+16,1.6641356441828376e+16,2.051748086005093e+16,1.5246428385400922e+16,2.197023342065881e+16,1.0
1.164673324037113,1.914551677748511e+16,1.7496929679211342e+16,2.1554381155946616e+16,1.6054950068793984e+16,2.3028498232394236e+16,1.0
1.2811406564408243,2.0058790209858412e+16,1.829670623368621e+16,2.2519706152941348e+16,1.6817897936276872e+16,2.407301027345753e+16,1.0
1.3976079888445354,2.0924465159810436e+16,1.90455402869218e+16,2.3419633279553372e+16,1.7539911105697582e+16,2.5086828892672924e+16,1.0
1.5140753212482467,2.171201879440316e+16,1.974709609584418e+16,2.425889889940681e+16,1.8224495302154764e+16,2.6044298214525936e+16,1.0
1.630542653651958,2.2421666816932576e+16,2.0404173613596496e+16,2.504119771261508e+16,1.887431951943006e+16,2.6949410515486468e+16,1.0
1.7470099860556694,2.31576743226146e+16,2.1018932058184444e+16,2.578970503062165e+16,1.9491419698963692e+16,2.7805291017522196e+16,1.0
1.8634773184593807,2.386613146132855e+16,2.159304838620931e+16,2.654776820715127e+16,2.0077343152907016e+16,2.8614403457397944e+16,1.0
1.979944650863092,2.4541490093292164e+16,2.2127832768071212e+16,2.7264911645369468e+16,2.0611262693280384e+16,2.9378699387208204e+16,1.0
2.0964119832668033,2.518500599334709e+16,2.2624314791824892e+16,2.794251949395469e+16,2.1066092704962356e+16,3.0099729208628816e+16,1.0
2.2128793156705147,2.579764637793005e+16,2.308330920731e+16,2.857182587881154e+16,2.150381824021888e+16,3.0778726505238972e+16,1.0
2.329346648074226,2.629580225533891e+16,2.350546702883558e+16,2.9128057752871828e+16,2.19640979170529e+16,3.141667331628221e+16,1.0
2.4458139804779373,2.671151791521913e+16,2.3891315933734836e+16,2.96863853336219e+16,2.239637680071114e+16,3.2014351530891044e+16,1.0
2.5622813128816486,2.7182708221714856e+16,2.4234924126895816e+16,3.0220911025553412e+16,2.2800846297152548e+16,3.2572383989524244e+16,1.0
2.67874864528536,2.768239818770837e+16,2.462005975792669e+16,3.065680058596496e+16,2.3177599759882908e+16,3.3091267825040036e+16,1.0
2.795215977689071,2.8154517176216676e+16,2.497637009841077e+16,3.1025152739530012e+16,2.352665331638835e+16,3.357140186228389e+16,1.0
2.911683310092782,2.8599130945856104e+16,2.530406080291952e+16,3.1324750100866784e+16,2.384796358659414e+16,3.4013109402596136e+16,1.0
3.0281506424964935,2.901623246029542e+16,2.5603289021463348e+16,3.1582252508063348e+16,2.4141442967993696e+16,3.4416657373688424e+16,1.0
3.144617974900205,2.939635833453434e+16,2.5874175700034144e+16,3.1959211220651076e+16,2.4406972989163972e+16,3.4782272578391332e+16,1.0
3.261085307303916,2.9727699349758516e+16,2.6112047912037764e+16,3.2264414673343516e+16,2.464441610770656e+16,3.511015559692967e+16,1.0
3.3775526397076274,2.9955443107546396e+16,2.6128816534081644e+16,3.255257646149156e+16,2.4853626236032616e+16,3.5400492766142496e+16,1.0
3.4940199721113387,3.0149085444345776e+16,2.6121091130227216e+16,3.2806894937421508e+16,2.495316880359141e+16,3.565346656160875e+16,1.0
3.61048730451505,3.0383960641720536e+16,2.6302404187377136e+16,3.3027425917124136e+16,2.494707011164917e+16,3.586926463549062e+16,1.0
3.7269546369187614,3.0588602068811596e+16,2.642037975670545e+16,3.321423484964239e+16,2.490768484978582e+16,3.604808770747578e+16,1.0
3.8434219693224727,3.068285788205863e+16,2.6476492855514856e+16,3.3367403765952696e+16,2.483565403515097e+16,3.6190156463841096e+16,1.0
3.959889301726184,3.0674333754795864e+16,2.6517495632030932e+16,3.3520330798823852e+16,2.4731676683024424e+16,3.62957175870571e+16,1.0
4.076356634129895,3.0632646736943544e+16,2.657414616681335e+16,3.3648598790798684e+16,2.4596511470710344e+16,3.636504901310897e+16,1.0
4.192823966533607,3.0558402411164584e+16,2.660181091484437e+16,3.3744531360670256e+16,2.4430977598117772e+16,3.639846449407528e+16,1.0
