,Filename,Mean MPV [V],Lower 95% CI [V],Upper 95% CI [V],"Fit Parameters [A, x0, sigma, C]"
0,Kr_10sccm_20A_RPA2.csv,65.80928725884087,65.13077157258446,66.4802279909311,"[4.913377989309613e-07, 65.80928725884087, 17.68948274588153, -1.3095906073000405e-08]"
1,Kr_10sccm_10A_RPA2.csv,31.398393505770464,31.293215794760705,31.505216615690138,"[9.760717820122641e-08, 31.398393505770464, 9.33642357962795, -1.2395432724017058e-08]"
2,Kr_10sccm_30A_RPA.csv,85.05283927715683,2.3650850989293124,159.984286163895,"[-5.610683077394989e-08, 85.05283927715683, 4.233037901316595, -7.201046658174427e-08]"
