Row,Value,Uncertainty,Unit
Vf,10.3014179581196,0.0562996666666672,V
Vp,17.0518254545455,1.29442332666772,V
Te,1.68702360067519,0.115548549939156,eV
n,1.40161182170729e+17,2.59901953299356e+17,m-3
ne,1.98926136490598e+16,NaN,m-3
ni,3.87449480892267e+17,0,m-3
Ie_sat,0.00187316950261349,NaN,A
Ii_sat,-0.000455205533880471,8.76473654352988e-05,A
