Row,Value,Uncertainty,Unit
Vf,10.4584582588268,0.0568466666666669,V
Vp,17.2795338181818,1.36814686569308,V
Te,1.71632855786265,0.11030225533809,eV
n,1.49289187286889e+17,2.78877719795339e+17,m-3
ne,2.01548672972069e+16,NaN,m-3
ni,4.14547520875459e+17,0,m-3
Ie_sat,0.00191427712074104,NaN,A
Ii_sat,-0.000488268825860396,9.34857606060333e-05,A
