Row,Value,Uncertainty,Unit
Vf,9.92287843033017,0.0557290000000001,V
Vp,15.6578438333333,0.186293234467793,V
Te,1.52827545073548,0.0147192719204803,eV
n,1.13790328417867e+17,2.12903441242722e+17,m-3
ne,1.46937238295664e+16,NaN,m-3
ni,3.15784657910927e+17,0,m-3
Ie_sat,0.00131691378201433,NaN,A
Ii_sat,-0.000368455326026011,7.20514056579233e-05,A
