,Value,Uncertainty,Unit
Vf,10.527598635880038,0.05717099999999971,V
Vp,18.800023749999998,0.07187274729817653,V
Te,1.8971314438098874,0.01248121031105196,eV
n,5.2994755360456856e+16,5.838534660639723e+16,m-3
ne,8.256934901462091e+16,2410543155434751.0,m-3
ni,3.96021317967706e-11,0.0,m-3
Ie_sat,0.0012419999999999998,3.602824416966714e-05,A
Ii_sat,-0.0005828331637597662,0.00016920058047897055,A
