bias_voltage_v,probe_current_a,ion_current_a,corrected_ion_current_a,electron_current_a,electron_current_smooth_a,dIe_dV_a_per_v,ln_electron_current,semilog_fit_ln_current,semilog_fit_current_a,legacy_total_model_a,semilog_window,legacy_model_valid
-21.000278,-0.000428,-0.0005455142972589849,-0.000492406596046591,0.00011751429725898488,7.709927910112776e-05,-1.5036464279881226e-06,-9.048950552982454,,9.192506382166114e-12,-0.0005455142880664785,0,1
-9.823444,-0.000362,-0.00038939685462793913,-0.0004127362171478964,2.7396854627939117e-05,6.029327258081156e-05,-8.049148071290294e-05,-10.505082345760416,,3.085595805658278e-09,-0.00038939376903213347,0,1
-9.655147,-0.00036,-0.00038704609078529133,-0.0004114186804519859,2.704609078529131e-05,4.654663007958875e-05,-7.400927876848193e-05,-10.517968081219363,,3.368009154362074e-09,-0.000387042722776137,0,1
-9.490153,-0.000358,-0.0003847414630768126,-0.0004101228929246799,2.674146307681262e-05,3.557646493983117e-05,-5.813016498084558e-05,-10.529295272872824,,3.669957463044854e-09,-0.00038473779311934956,0,1
-9.318722,-0.000357,-0.0003823469236833061,-0.0004087722010772433,2.5346923683306096e-05,2.709989050391066e-05,-4.361504796893108e-05,-10.582853189006777,,4.012393568895142e-09,-0.0003823429112897372,0,1
-9.153864,-0.000357,-0.0003800441956158347,-0.0004074690743151774,2.304419561583468e-05,2.0834020114199068e-05,-3.19834432249485e-05,-10.678096637333313,,4.371802737377582e-09,-0.0003800398238130973,0,1
-8.986057,-0.000355,-0.0003777002760679925,-0.0004061383430416436,2.2700276067992478e-05,1.6495967113068194e-05,-2.1042864434244806e-05,-10.693133471965297,,4.770721318666586e-09,-0.00037769550534667384,0,1
-8.820954,-0.000354,-0.0003753941258531182,-0.00040482478567316246,2.139412585311823e-05,1.3802844842889916e-05,-1.2117215117140998e-05,-10.752394166461468,,5.198720257607196e-09,-0.0003753889271328606,0,1
-8.649391,-0.000353,-0.0003729977426903988,-0.0004034553017402533,1.999774269039877e-05,1.2471766646036039e-05,-4.582189343104026e-06,-10.819891156260132,,5.684192472201775e-09,-0.0003729920584979266,0,1
-8.484331,-0.000352,-0.0003706921930973136,-0.0004021333253357145,1.8692193097313587e-05,1.2219845864878411e-05,8.867439966419276e-07,-10.887404602700448,,6.194003666215288e-09,-0.0003706859990936474,0,1
