parameter,median,mean,std,q16,q84,q2.25,q97.75
Vp,16.826316029199546,16.912281449697723,0.4117278580304309,16.57171421522124,17.278618801176652,16.452016974789288,17.87454786727454
ne,5.5119675868962536e+16,5.544854852545088e+16,1999891319910700.2,5.40583573426241e+16,5.7037997061557064e+16,5.182750961570917e+16,6.008977068919681e+16
Te,9.048475473934568,9.001059654231927,0.18105925212411964,8.83742153771285,9.167062452471683,8.545719436173957,9.222037361302297
p,2.9030436931260297,2.8467223532066677,0.1475672203025623,2.7362898348141655,2.9682406105844636,2.455342435961315,2.986537437839057
I1,3.1331239695709355e-07,-3.3040820592066595e-07,2.7358831915316983e-06,-3.1209489876331486e-06,2.392333712450943e-06,-5.4537589964053985e-06,4.546494899092876e-06
I2,-0.0005104037098066783,-0.0004958715806284368,6.647648883360424e-05,-0.0005657130887026584,-0.00043720729624402855,-0.0006150944883608243,-0.00035694569315764473
log10_sigma_I,-4.250544514749892,-4.2469513512901305,0.0335099105304386,-4.281229465329818,-4.212449581991244,-4.30602345003766,-4.178899221975539
sigma_I,5.6163684500227696e-05,5.6798436587782725e-05,4.446353552163514e-06,5.2332505690465854e-05,6.131274328700523e-05,4.9428485878422696e-05,6.627145035055648e-05
n_qn,5.5119675868962536e+16,5.544854852545088e+16,1999891319910700.2,5.40583573426241e+16,5.7037997061557064e+16,5.182750961570917e+16,6.008977068919681e+16
