Row,Value,Uncertainty,Unit
Vf,11.0947455494845,0.0550880000000002,V
Vp,16.793128,0.0777572453858799,V
Te,1.64023592154799,0.00658834521738349,eV
n,1.96968821142035e+17,3.81899035272312e+17,m-3
ne,1.84892889834761e+16,NaN,m-3
ni,5.58576084122781e+17,0,m-3
Ie_sat,0.00171671428571429,NaN,A
Ii_sat,-0.000663387038608406,0.000124675617657698,A
