Row,Value,Uncertainty,Unit
Vf,10.0632358632655,0.0550123333333333,V
Vp,15.628966,0.155752996478399,V
Te,1.4847786448769,0.010983251051902,eV
n,1.14059369303273e+17,2.1281594193488e+17,m-3
ne,1.49982634236565e+16,NaN,m-3
ni,3.15965454797168e+17,0,m-3
Ie_sat,0.00132494083306559,NaN,A
Ii_sat,-0.000370195486471869,7.17221958525514e-05,A
