Row,Value,Uncertainty,Unit
Vf,9.87510561409536,0.0568396666666663,V
Vp,15.408319,0.118759858102391,V
Te,1.36344639541144,0.00750293950748739,eV
n,8.19303801459921e+16,1.39718463680394e+17,m-3
ne,1.7372795029396e+16,NaN,m-3
ni,2.14964541280141e+17,0,m-3
Ie_sat,0.00147066372747621,NaN,A
Ii_sat,-0.000252959589678848,4.85335228878947e-05,A
