Row,Value,Uncertainty,Unit
Vf,11.165884604475,0.0538940000000003,V
Vp,17.5002635,0.186337091343216,V
Te,1.6216336411024,0.0378859147907309,eV
n,3.46337133797368e+17,7.02177333239251e+17,m-3
ne,1.87242585091953e+16,NaN,m-3
ni,1.01175296636712e+18,0,m-3
Ie_sat,0.00172864435535484,NaN,A
Ii_sat,-0.00115822897322521,0.000236375147159458,A
