Row,Value,Uncertainty,Unit
Vf,10.1572967825211,0.0515646666666664,V
Vp,15.5286008571429,0.28024196798299,V
Te,1.39701013720582,0.0199546494646836,eV
n,1.22578175791969e+17,2.26818324370784e+17,m-3
ne,1.72818638226378e+16,NaN,m-3
ni,3.38051414342541e+17,0,m-3
Ie_sat,0.00148086343142334,NaN,A
Ii_sat,-0.000392071383906877,7.7717952903042e-05,A
