,Value,Uncertainty,Unit
Vf,9.922878430330167,0.05572900000000006,V
Vp,15.743,0.1685490000000005,V
Te,1.5226504585379206,0.010996274385981462,eV
n,5.841512424903735e+16,7.098132716488156e+16,m-3
ne,1.003827555518173e+17,1.1062808046976508e+16,m-3
ni,2.999818795283015e-11,0.0,m-3
Ie_sat,0.0013527366169633582,0.00014900000000000004,A
Ii_sat,-0.00044336827395973747,0.0001291382932891749,A
