,Value,Uncertainty,Unit
Vf,11.90617380918445,0.1654219999999995,V
Vp,18.252413,0.330843999999999,V
Te,1.9693618749875705,0.05,eV
n,1.6217519191727096e+18,2.1432614130682998e+18,m-3
ne,1.0623724013665262e+17,1.7898263335605164e+16,m-3
ni,3.1372665982087665e+18,1.0019767088975414e+16,m-3
Ie_sat,0.0016281112040701,0.0002735154112815179,A
Ii_sat,-0.0006197107338992636,4.121635279397816e-05,A
