,Value,Uncertainty,Unit
Vf,10.157296782521142,0.16671200000000042,V
Vp,14.145998,0.25485571993168304,V
Te,1.6353947468202727,0.05,eV
n,1.1415564295280449e+18,1.529197461348782e+18,m-3
ne,6.025053483506764e+16,9434355116584792.0,m-3
ni,2.2228623242210222e+18,1.0544712116555386e+16,m-3
Ie_sat,0.0008414275500355525,0.0001311259097851498,A
Ii_sat,-0.0004154826032166377,2.7056328156615206e-05,A
