,Value,Uncertainty,Unit
Vf,9.935061063208734,0.16671700000000556,V
Vp,13.86619,1.2538105545173002,V
Te,1.539411270680571,0.05,eV
n,9.488882206426715e+17,1.248482550928484e+18,m-3
ne,6.607774268806118e+16,5.382930499000764e+16,m-3
ni,1.8316986985972818e+18,1.2911314755789112e+16,m-3
Ie_sat,0.0008953174546211393,0.0007292128462534039,A
Ii_sat,-0.00034100264966011094,2.2618102450455843e-05,A
