,Value,Uncertainty,Unit
Vf,10.157296782521142,0.051564666666666405,V
Vp,15.9092605,0.3338485000000002,V
Te,1.410805865317942,0.023744122097377536,eV
n,7.727467761810718e+16,9.19912723424086e+16,m-3
ne,1.3009530496659125e+17,2.469389162691797e+16,m-3
ni,3.211343430125739e-11,0.0,m-3
Ie_sat,0.0016875213492496203,0.0003200000000000002,A
Ii_sat,-0.00047886737802042205,0.00014357587871211474,A
