,Value,Uncertainty,Unit
Vf,11.314291432561918,0.055888666666666253,V
Vp,16.514305,0.801994801110955,V
Te,1.1669223296804327,0.17436901721642462,eV
n,6.3272934097231304e+16,8.394216778240816e+16,m-3
ne,1.1871215213287949e+17,5.050304050894603e+16,m-3
ni,3.211434119342115e-11,0.0,m-3
Ie_sat,0.0014004582867104042,0.0005865292803001031,A
Ii_sat,-0.00047004657649009286,0.00013747559521749017,A
