,Value,Uncertainty,Unit
Vf,10.458458258826758,0.056846666666666934,V
Vp,17.249689,0.23519927177183225,V
Te,1.7008959019902394,0.019639219733089484,eV
n,8.024962097576898e+16,9.440252065223443e+16,m-3
ne,1.3350532502859614e+17,1.2786956134738684e+16,m-3
ni,3.938023629415687e-11,0.0,m-3
Ie_sat,0.0019014787659189,0.00018178986994943748,A
Ii_sat,-0.0005853147484840778,0.0001668014518175035,A
