,Value,Uncertainty,Unit
Vf,11.270112423713709,0.16548500000000033,V
Vp,17.753763,1.6221027095525937,V
Te,2.632087025551253,0.05,eV
n,2.579562741662888e+18,3.518661823048056e+18,m-3
ne,9.14931058833879e+16,5.639207166256621e+16,m-3
ni,5.067632377442388e+18,1.0830269791424308e+16,m-3
Ie_sat,0.001621,0.0009989899523303407,A
Ii_sat,-0.0009946418125625868,6.984874174237866e-05,A
