Bias Voltage (V)	Probe Current (A)
-20.999651	-0.000434
-9.823248	-0.000355
-9.654649	-0.000345
-9.493169	-0.000339
-9.319091	-0.000352
-9.152483	-0.000344
-8.987025	-0.000339
-8.821884	-0.000346
-8.652083	-0.000337
-8.486977	-0.000323
-8.319820	-0.000328
-8.149284	-0.000339
-7.986020	-0.000341
-7.814870	-0.000342
-7.651640	-0.000318
-7.485352	-0.000336
-7.316231	-0.000328
-7.146037	-0.000315
-6.982361	-0.000334
-6.817870	-0.000321
-6.647017	-0.000322
-6.480298	-0.000331
-6.313268	-0.000328
-6.147869	-0.000316
-5.976394	-0.000331
-5.813047	-0.000319
-5.642164	-0.000313
-5.480431	-0.000305
-5.314370	-0.000319
-5.143058	-0.000303
-4.979173	-0.000295
-4.810538	-0.000314
-4.647015	-0.000297
-4.475789	-0.000302
-4.309444	-0.000294
-4.141366	-0.000305
-3.973256	-0.000306
-3.812279	-0.000308
-3.645485	-0.000286
-3.477839	-0.000281
-3.306916	-0.000291
-3.140432	-0.000301
-2.973235	-0.000273
-2.806848	-0.000277
-2.637086	-0.000274
-2.469627	-0.000295
-2.307704	-0.000287
-2.136304	-0.000277
-1.973583	-0.000267
-1.804429	-0.000259
-1.634961	-0.000286
-1.470214	-0.000274
-1.303047	-0.000265
-1.130915	-0.000273
-0.967040	-0.000250
-0.803751	-0.000265
-0.637819	-0.000253
-0.470651	-0.000243
-0.301833	-0.000269
-0.134442	-0.000256
0.037849	-0.000262
0.202673	-0.000255
0.370657	-0.000249
0.535137	-0.000232
0.699100	-0.000237
0.871825	-0.000247
1.037226	-0.000239
1.205281	-0.000244
1.369832	-0.000247
1.541301	-0.000231
1.708020	-0.000226
1.875791	-0.000233
2.040655	-0.000232
2.204273	-0.000231
2.377375	-0.000229
2.541619	-0.000211
2.708896	-0.000227
2.873880	-0.000225
3.042594	-0.000202
3.206548	-0.000214
3.378656	-0.000207
3.541829	-0.000194
3.707926	-0.000207
3.874789	-0.000197
4.040330	-0.000208
4.213136	-0.000184
4.378530	-0.000197
4.545973	-0.000192
4.710691	-0.000183
4.881916	-0.000191
5.046992	-0.000184
5.212888	-0.000187
5.378260	-0.000173
5.545229	-0.000167
5.716284	-0.000161
5.881057	-0.000158
6.048826	-0.000169
6.213269	-0.000153
6.382402	-0.000147
6.545725	-0.000141
6.711286	-0.000141
6.883414	-0.000149
7.049090	-0.000132
7.215940	-0.000135
7.379411	-0.000120
7.551449	-0.000115
7.716539	-0.000114
7.886065	-0.000110
8.052029	-0.000103
8.215878	-0.000104
8.387584	-9.268729E-5
8.552006	-9.278065E-5
9.191629	-5.456395E-5
8.887219	-6.909819E-5
9.407814	-4.761257E-5
9.454747	-4.311472E-5
9.649313	-3.779215E-5
9.551929	-3.450212E-5
9.718592	-2.531043E-5
9.884996	-1.390899E-5
10.054965	-1.836517E-5
10.275346	1.273389E-5
10.435698	2.325269E-5
10.574030	3.076103E-5
10.699967	3.345773E-5
10.781490	5.388859E-5
