,Value,Uncertainty,Unit
Vf,9.760447463777329,0.05670666666666631,V
Vp,15.5317705,0.5715133935532472,V
Te,1.3539638696778165,0.04487668362237292,eV
n,7.606206880174357e+16,9.094230468895757e+16,m-3
ne,1.2861184068459011e+17,3.683115595126493e+16,m-3
ni,2.0653247669684857e-11,0.0,m-3
Ie_sat,0.0016343253447559146,0.00046724481697391963,A
Ii_sat,-0.0003042934092592402,8.632514468399441e-05,A
