,Value,Uncertainty,Unit
Vf,9.832523953600974,0.16624800000000306,V
Vp,15.575205,2.3087749673514146,V
Te,1.5655115091409055,0.05,eV
n,7.720997865908748e+17,9.327734954487453e+17,m-3
ne,1.1252932264798766e+17,1.6596499767596154e+17,m-3
ni,1.4316702505337618e+18,1.1668405916164692e+16,m-3
Ie_sat,0.0015375822579419334,0.0022675856463859993,A
Ii_sat,-0.00027298600131153407,1.8564838490139724e-05,A
