parameter,median,mean,std,q16,q84,q2.25,q97.75
Vf,9.875105614095355,9.875105614095355,0.0,9.875105614095355,9.875105614095355,9.875105614095355,9.875105614095355
Vp,15.795240822413234,15.805581311209494,0.11342344010641268,15.685724301879151,15.942218776129009,15.618837662632153,16.024934822224832
Ie_sat,0.0016765196923984782,0.0016818489767201183,5.511381694534433e-05,0.0016246419287991333,0.0017468838846505064,0.0015918037454253143,0.0017917961647944387
ne,8471641294005407.0,8616619852503963.0,304227426396769.7,8368798566745964.0,8903003995911524.0,8311714329410493.0,9352234047551300.0
ni,,,,,,,
Te,2.4529800604022545,2.432632093773494,0.05175583435529898,2.4121445258216285,2.4589264871856473,2.2600968538115156,2.484550612338175
p,1.9517473098983877,1.920775737399016,0.08149609430491518,1.835085052386702,1.999503266220426,1.716453431117171,1.999503266220426
I1,-5.78766338359135e-06,-5.823885182235853e-06,5.678553478473676e-07,-6.336895605258122e-06,-5.470075208854666e-06,-6.970048256019964e-06,-5.010972219251314e-06
I2,-5.770511065104206e-05,-5.557596040557944e-05,9.574366378349558e-06,-6.390816342174535e-05,-4.510731959118591e-05,-7.068033706113505e-05,-3.703263288867392e-05
log10_sigma_I,-4.7343327092534055,-4.726676976155685,0.021010478674660868,-4.743385195729499,-4.703895586706954,-4.753120215392129,-4.677101283950573
sigma_I,1.84360251007234e-05,1.8785649387606836e-05,9.303246868845288e-07,1.8055719708661566e-05,1.9774450012665502e-05,1.7655907509171143e-05,2.103349876024408e-05
