,Value,Uncertainty,Unit
Vf,9.922878430330167,0.16546200000000155,V
Vp,16.410975,0.3309240000000031,V
Te,1.8314159617504873,0.05,eV
n,1.0933404338239379e+18,1.390322528199307e+18,m-3
ne,1.1023394609778293e+17,1.9975258365738896e+16,m-3
ni,2.0764469215500928e+18,9827374644653006.0,m-3
Ie_sat,0.001629121119488352,0.00029437074296888635,A
Ii_sat,-0.00040042818232269696,2.779900811679383e-05,A
