,Value,Uncertainty,Unit
Vf,9.935061063208734,0.06151299999999971,V
Vp,17.1238685,0.9795047787439577,V
Te,1.7189664358379648,0.12294957669890984,eV
n,1.0551990807967173e+17,1.0653255277899605e+17,m-3
ne,1.5065978097428378e+17,4.952427123606793e+16,m-3
ni,2.6462338749529172e-11,0.0,m-3
Ie_sat,0.002157173389475459,0.00070488822086524,A
Ii_sat,-0.0003939593383836704,0.00011528534376746861,A
