metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,20.019182583045705,19.312965460840907,20.598732550943183,17.415123,0.0560453333333335,2.6040595830457036
Te,3.5827336531242633,3.426278380509802,3.7218988435222062,1.600781789905551,0.004108891470042338,1.9819518632187123
ne,2.1898664911052986e+17,1.878064718386897e+17,2.493194497283792e+17,1.4706306460754016e+17,3024785828039850.0,7.19235845029897e+16
n_qn,2.1898664911052986e+17,1.878064718386897e+17,2.493194497283792e+17,8.863745017475035e+16,1.03989290246067e+17,1.303491989357795e+17
p,1.9767489041999622,1.8280888216579236,2.128741113172864,,,
